verb_lemma	verb_freq	P(verb)	caus_freq	P(CAUS)	expected_P(CAUS^verb)	actual_P(CAUS^verb)	log_expected	log_actual	log_odds_ratio
bantla	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
yansıla	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
sargıla	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
yaylan	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
gerin	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
gevele	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
yağmurla	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
üleş	6	0.0	6.0	0.064	0.0	1.0		0.0	
kaytar	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
koyult	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
halkala	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
tutkalla	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
kükürtle	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
denkle	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
bırakış	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
hayla	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
özdeşle	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
sarmaş	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
çisele	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
tapula	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
gammazla	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
koca	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
göçer	5	0.0	5.0	0.064	0.0	1.0		0.0	
esri	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
koyver	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
üçle	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
sesle	5	0.0	4.0	0.064	0.0	0.8		-0.2231435513142097	
mumla	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
uçukla	5	0.0	4.0	0.064	0.0	0.8		-0.2231435513142097	
tanıt	5	0.0	5.0	0.064	0.0	1.0		0.0	
deneyle	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
yangılan	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
hislen	5	0.0	2.0	0.064	0.0	0.4		-0.916290731874155	
sapıt	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
belirt	5	0.0	5.0	0.064	0.0	1.0		0.0	
yamal	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
sobele	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
itele	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
ırgan	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
çelikle	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
katranla	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
aksır	5	0.0	1.0	0.064	0.0	0.2		-1.6094379124341003	
neşrolun	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
çapala	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
randevulaş	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
gasbet	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
savul	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
çöğ	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
dercet	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
nalla	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
yalazla	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
dürtükle	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
sanç	5	0.0	1e-10	0.064	0.0	2.0000000000000002e-11		-24.635288842374557	
tasalan	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
rampala	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
kızakla	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
yel	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
efsunla	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
tın	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
sepile	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
ut	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
kılıfla	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
kabuklan	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
ayrımla	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
nazlan	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
ürü	4	0.0	1.0	0.064	0.0	0.25		-1.3862943611198906	
nakışla	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
biliş	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
hükmolun	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
kırpış	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
otala	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
genel	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
tomur	4	0.0	1.0	0.064	0.0	0.25		-1.3862943611198906	
çapulla	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
göy	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
kubaş	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
keyiflen	4	0.0	4.0	0.064	0.0	1.0		0.0	
kubar	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
alaşımla	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
tün	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
büyüklen	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
kıvılcımlan	4	0.0	1.0	0.064	0.0	0.25		-1.3862943611198906	
banla	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
küre	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
koşulla	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
ene	4	0.0	3.0	0.064	0.0	0.75		-0.2876820724517809	
çözüş	4	0.0	3.0	0.064	0.0	0.75		-0.2876820724517809	
siy	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
fokurda	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
cebelleş	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
sonuçla	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
tıngırda	4	0.0	3.0	0.064	0.0	0.75		-0.2876820724517809	
silola	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
kırıt	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
buzağıla	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
huysuzlan	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
huylan	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
haccet	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
savsakla	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
kavla	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
sızır	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
kokulan	4	0.0	4.0	0.064	0.0	1.0		0.0	
seyreyle	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
gürülde	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
merkezle	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
dayanış	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
sekile	4	0.0	1e-10	0.064	0.0	2.5e-11		-24.412145291060348	
nefyet	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
yalabı	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
gazla	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
karele	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
ergür	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
çapkı	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
kesele	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
mırla	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
arşınla	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
fısıldaş	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
esir	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
eser	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
ocu	3	0.0	1.0	0.064	0.0	0.3333333333333333		-1.0986122886681098	
mürekkeple	3	0.0	1.0	0.064	0.0	0.3333333333333333		-1.0986122886681098	
jiletle	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
rötuşla	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
yerin	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
açımla	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
üş	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
sürün	3	0.0	3.0	0.064	0.0	1.0		0.0	
dönen	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
çiziktir	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
kakış	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
tornala	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
yaltaklan	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
tavsa	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
ensele	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
bağda	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
sopala	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
badanala	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
haşılla	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
zımbala	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
çevrile	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
ötüş	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
celbet	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
açın	3	0.0	3.0	0.064	0.0	1.0		0.0	
bereketlen	3	0.0	3.0	0.064	0.0	1.0		0.0	
tüy	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
alakalan	3	0.0	2.0	0.064	0.0	0.6666666666666666		-0.40546510810816444	
parala	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
zamkla	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
kafesle	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
kargı	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
örnekse	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
ödünçle	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
devrolun	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
zikrolun	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
şenel	3	0.0	2.0	0.064	0.0	0.6666666666666666		-0.40546510810816444	
yadımla	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
harekele	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
sağal	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
tosla	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
sarsala	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
zimmetle	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
karbonatla	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
kederlen	3	0.0	1.0	0.064	0.0	0.3333333333333333		-1.0986122886681098	
çevrin	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
şartla	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
menevişle	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
kep	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
demetlen	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
sürgüle	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
hortumla	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
gümbürde	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
alçıla	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
fitille	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
halet	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
keyfet	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
briketle	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
yazla	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
hararetlen	3	0.0	2.0	0.064	0.0	0.6666666666666666		-0.40546510810816444	
dilen	3	0.0	3.0	0.064	0.0	1.0		0.0	
pörsü	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
masset	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
beşle	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
köpüklen	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
nötrle	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
tabet	3	0.0	1e-10	0.064	0.0	3.3333333333333335e-11		-24.124463218608568	
koklaş	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
süzgeçle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
parmakla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
beneklen	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
bölgele	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
şerbetle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
çent	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
polar	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
kinlen	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
tasnifle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
sepele	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
kancala	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
notala	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
vehmet	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
şırılda	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
parametrele	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
diklen	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
anır	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
dipçikle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
ümitlen	2	0.0	2.0	0.064	0.0	1.0		0.0	
zıpkınla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
çelmele	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
bandajla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
sırı	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
siyanürle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
sayla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
vınla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
sekit	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
guslet	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
alala	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
kırkla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
pürüzlen	2	0.0	1.0	0.064	0.0	0.5		-0.6931471805599453	
kaşın	2	0.0	2.0	0.064	0.0	1.0		0.0	
erginle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
ahdet	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
destele	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
kaşan	2	0.0	2.0	0.064	0.0	1.0		0.0	
topakla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
barikatla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
kıskaçla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
kürne	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
deşele	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
ırgala	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
yivle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
titizlen	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
desenle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
okra	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
orantıla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
röntgenle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
somur	2	0.0	2.0	0.064	0.0	1.0		0.0	
kıp	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
açıl	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
gümüşle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
çöm	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
osur	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
efkârlan	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
kürü	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
soğanla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
dikel	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
tıkırda	2	0.0	1.0	0.064	0.0	0.5		-0.6931471805599453	
yongala	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
cevret	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
vakla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
ilmekle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
çıtla	2	0.0	1.0	0.064	0.0	0.5		-0.6931471805599453	
zamlan	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
örgüle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
sabunla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
öze	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
serdet	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
çağılda	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
özgüle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
dişle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
tanele	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
pırılda	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
şampuanla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
nurlan	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
renkle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
mıncıkla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
gevre	2	0.0	1.0	0.064	0.0	0.5		-0.6931471805599453	
muştula	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
yaslan	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
çulla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
uğun	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
yarlıga	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
kepeklen	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
kaşele	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
boyala	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
takırda	2	0.0	1.0	0.064	0.0	0.5		-0.6931471805599453	
çimdikle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
çuvalla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
kalburla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
nihayetlen	2	0.0	1.0	0.064	0.0	0.5		-0.6931471805599453	
gedil	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
tırmıkla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
kavza	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
tımarla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
uzat	2	0.0	2.0	0.064	0.0	1.0		0.0	
sifonla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
siperlen	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
arakla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
darbele	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
dikizle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
ırala	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
bileyle	2	0.0	1.0	0.064	0.0	0.5		-0.6931471805599453	
yassıl	2	0.0	2.0	0.064	0.0	1.0		0.0	
güneşlen	2	0.0	2.0	0.064	0.0	1.0		0.0	
yelle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
kâğıtla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
eyerle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
rutubetlen	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
sümkür	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
çırçırla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
anıkla	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
şakra	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
ödeş	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
bekit	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
esle	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
kocal	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
nazmet	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
hamlet	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
karı	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
hırılda	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
nasiplen	2	0.0	1e-10	0.064	0.0	5e-11		-23.7189981105004	
şıngırda	2	0.0	1.0	0.064	0.0	0.5		-0.6931471805599453	
çit	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
elektrikle	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
cıyakla	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
sıkıla	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
sabreyle	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
şarla	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
betelen	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
hasırla	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
apış	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
çentikle	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
tırpanla	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
ilintile	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
kahırlan	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
karşıtla	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
tekerle	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
bozla	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
ambarla	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
kılavuzla	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
koltukla	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
ahzet	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
afişle	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
pakla	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
kısımla	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
akçala	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
cıv	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
tayla	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
açınsa	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
mineralleştir	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
gemle	1	0.0	1e-10	0.064	0.0	1e-10		-23.025850929940457	
pırtla	1	0.0	1.0	0.064	0.0	1.0		0.0	
